,url,datetime,header,rent_type,price,district,floor,address,owner,house_type,area,condition,bathroom,accommodations
551,https://krisha.kz/a/show/29286044,2020-07-16 14:39:23,"2-комнатная квартира, 96 м², 9/14 этаж помесячно",квартира,260000,Бостандыкский р-н,,"Бостандыкский р-н, Хусаинова 255, Алматы",Соседи,"панельный, 2008 г.п.","96 м², кухня — 40 м²",евроремонт,2 с/у и более,полностью меблирована
550,https://krisha.kz/a/show/660526512,2020-07-16 14:39:20,"2-комнатная квартира, 47 м², 2/4 этаж помесячно",квартира,120000,Ауэзовский р-н,,"Ауэзовский р-н, мкр №12 15, Алматы",Хозяин,"панельный, 1976 г.п.",47 м²,евроремонт,совмещенный,полностью меблирована
549,https://krisha.kz/a/show/51175590,2020-07-16 14:39:17,"3-комнатная квартира, 75 м², 3/5 этаж помесячно",квартира,250000,Медеуский р-н,,"Медеуский р-н, Назарбаева (Фурманова) 148 — Шевченко, Алматы",Хозяин,"кирпичный, 1970 г.п.","75 м², жилая — 52 м², кухня — 9 м²",евроремонт,совмещенный,полностью меблирована
548,https://krisha.kz/a/show/24677971,2020-07-16 14:39:14,"1-комнатная квартира, 36 м², 4/4 этаж помесячно",квартира,110000,Алмалинский р-н,,"Алмалинский р-н, проспект Абылай хана — Кабанбай батыра, Алматы",Хозяин,"кирпичный, 1968 г.п.","36 м², жилая — 18 м², кухня — 6 м²",хорошее,раздельный,полностью меблирована
547,https://krisha.kz/a/show/29372633,2020-07-16 14:39:11,"1-комнатная квартира, 40 м², 6/16 этаж помесячно",квартира,99000,Ауэзовский р-н,,"Ауэзовский р-н, мкр №1, №1  мкр 26а, Алматы",Хозяин,"монолитный, 2010 г.п.","40 м², кухня — 9 м²",хорошее,раздельный,полностью меблирована
546,https://krisha.kz/a/show/58505611,2020-07-16 14:39:08,"1-комнатная квартира, 30 м², 1/5 этаж помесячно",квартира,110000,Алмалинский р-н,,"Алмалинский р-н, Байтурсынова 6 — Жибек Жолы, Алматы",Хозяин,"панельный, 1980 г.п.","30 м², кухня — 6 м²",хорошее,совмещенный,полностью меблирована
545,https://krisha.kz/a/show/58148195,2020-07-16 14:39:05,"1-комнатная квартира, 20 м², 4/5 этаж помесячно",квартира,90000,Бостандыкский р-н,,"Бостандыкский р-н, мкр Орбита-3, Торайгырова 51 — Саина, Алматы",Хозяин,"кирпичный, 1990 г.п.","20 м², жилая — 16 м², кухня — 4 м²",евроремонт,совмещенный,полностью меблирована
544,https://krisha.kz/a/show/660047702,2020-07-16 14:39:01,"3-комнатная квартира, 63 м², 2/4 этаж помесячно",квартира,180000,Ауэзовский р-н,,"Ауэзовский р-н, мкр №4, Мкр №4 18, Алматы",Хозяин,"панельный, 1971 г.п.","63 м², жилая — 48 м², кухня — 6 м²",евроремонт,раздельный,полностью меблирована
543,https://krisha.kz/a/show/58504043,2020-07-16 14:38:58,"2-комнатная квартира, 45 м², 2/5 этаж помесячно",квартира,120000,Ауэзовский р-н,,"Ауэзовский р-н, мкр Аксай-2, Саина 2 — Елемесова, Алматы",Хозяин,"панельный, 1986 г.п.","45 м², жилая — 24 м², кухня — 6 м²",хорошее,совмещенный,полностью меблирована
542,https://krisha.kz/a/show/30234664,2020-07-16 14:38:55,"2-комнатная квартира, 100 м², 6/9 этаж помесячно",квартира,200000,Наурызбайский р-н,,"Наурызбайский р-н, мкр Рахат 20, Алматы",Хозяин,"монолитный, 2010 г.п.",100 м²,хорошее,2 с/у и более,полностью меблирована
541,https://krisha.kz/a/show/660477654,2020-07-16 14:38:52,"1-комнатная квартира, 35 м², 3/5 этаж помесячно",квартира,110000,Алмалинский р-н,,"Алмалинский р-н, Байзакова — Толе би, Алматы",Хозяин,"кирпичный, 1985 г.п.","35 м², кухня — 8.5 м²",евроремонт,совмещенный,полностью меблирована
540,https://krisha.kz/a/show/660361660,2020-07-16 14:38:49,"2-комнатная квартира, 42 м², 2/4 этаж помесячно",квартира,160000,Алмалинский р-н,,"Алмалинский р-н, Наурызбай Батыра 41 — Гоголя, Алматы",Хозяин,"кирпичный, 1968 г.п.","42 м², кухня — 7 м²",хорошее,совмещенный,полностью меблирована
539,https://krisha.kz/a/show/660359585,2020-07-16 14:38:46,"3-комнатная квартира, 105 м², 2/5 этаж помесячно",квартира,200000,Алмалинский р-н,,"Алмалинский р-н, Гоголя — Панфилова, Алматы",Хозяин,"кирпичный, 1974 г.п.","105 м², кухня — 17.6 м²",хорошее,раздельный,частично меблирована
538,https://krisha.kz/a/show/58325939,2020-07-16 14:38:43,"2-комнатная квартира, 57 м², 5/9 этаж помесячно",квартира,120000,Ауэзовский р-н,,"Ауэзовский р-н, мкр Мамыр-7, Алматы",Хозяин,"панельный, 2000 г.п.","57 м², жилая — 36 м², кухня — 12 м²",хорошее,раздельный,полностью меблирована
537,https://krisha.kz/a/show/660526228,2020-07-16 14:38:40,"1-комнатная квартира, 38 м², 4/16 этаж помесячно",квартира,120000,Алмалинский р-н,,"Алмалинский р-н, Райымбека 206/12, Алматы",Хозяин,"монолитный, 2019 г.п.",38 м²,хорошее,совмещенный,полностью меблирована
536,https://krisha.kz/a/show/57422281,2020-07-16 14:38:36,"3-комнатная квартира, 110 м², 6/12 этаж помесячно",квартира,450000,Медеуский р-н,,"Медеуский р-н, мкр Самал-3, Кажымукана 49, Алматы",Хозяин,"монолитный, 2016 г.п.",110 м²,евроремонт,2 с/у и более,полностью меблирована
535,https://krisha.kz/a/show/53141313,2020-07-16 14:38:33,"3-комнатная квартира, 69.2 м², 5/5 этаж помесячно",квартира,180000,Алмалинский р-н,,"Алмалинский р-н, Байзакова — Богенбай Батыра, Алматы",Хозяин,"кирпичный, 1987 г.п.","69.2 м², жилая — 48.3 м², кухня — 7.5 м²",хорошее,раздельный,полностью меблирована
534,https://krisha.kz/a/show/660526266,2020-07-16 14:38:30,"1-комнатная квартира, 40 м², 4/5 этаж помесячно",квартира,120000,Бостандыкский р-н,,"Бостандыкский р-н, Жандосова 35 — Розыбакиева, Алматы",Хозяин,"кирпичный, 1986 г.п.","40 м², жилая — 31 м², кухня — 9 м²",евроремонт,раздельный,полностью меблирована
533,https://krisha.kz/a/show/660526184,2020-07-16 14:38:27,"3-комнатная квартира, 150 м², 10/14 этаж помесячно",квартира,300000,Медеуский р-н,,"Медеуский р-н, Гоголя 2 — Барибаева, Алматы",Алма Консалтинг,"монолитный, 2007 г.п.",150 м²,евроремонт,раздельный,полностью меблирована
532,https://krisha.kz/a/show/660361336,2020-07-16 14:38:24,"2-комнатная квартира, 44 м², 3/4 этаж помесячно",квартира,110000,Ауэзовский р-н,,"Ауэзовский р-н, мкр №7, Мкр №7 35, Алматы",Хозяин,"панельный, 1971 г.п.","44 м², жилая — 28 м², кухня — 6 м²",хорошее,совмещенный,полностью меблирована
531,https://krisha.kz/a/show/660526972,2020-07-16 14:38:21,"4-комнатная квартира, 150 м², 10/20 этаж помесячно",квартира,650000,Медеуский р-н,,"Медеуский р-н, Снегина 32/1, Алматы",ReelCom,"монолитный, 2018 г.п.",150 м²,евроремонт,2 с/у и более,полностью меблирована
530,https://krisha.kz/a/show/51636700,2020-07-16 14:38:18,"3-комнатная квартира, 68 м², 1/9 этаж помесячно",квартира,100000,,,"Микрорайон асыл арман 2 — Ташкенский тракт, Алматы",Хозяин,"монолитный, 2014 г.п.","68 м², жилая — 52 м², кухня — 16 м²",хорошее,совмещенный,полностью меблирована
529,https://krisha.kz/a/show/660204920,2020-07-16 14:38:15,"2-комнатная квартира, 67 м², 5/9 этаж помесячно",квартира,150000,Ауэзовский р-н,,"Ауэзовский р-н, мкр Жетысу-2, Мкр Жетысу-2 57 — Саина, Алматы",Хозяин,"монолитный, 1996 г.п.","67 м², жилая — 45 м², кухня — 12 м²",хорошее,раздельный,полностью меблирована
528,https://krisha.kz/a/show/660204963,2020-07-16 14:38:12,"3-комнатная квартира, 69 м², 7/9 этаж помесячно",квартира,130000,Ауэзовский р-н,,"Ауэзовский р-н, мкр Аксай-4 54, Алматы",Хозяин,"панельный, 1989 г.п.","69 м², жилая — 48 м², кухня — 11 м²",среднее,раздельный,полностью меблирована
527,https://krisha.kz/a/show/660526562,2020-07-16 14:38:09,"1-комнатная квартира, 45 м², 3/5 этаж помесячно",квартира,100000,Медеуский р-н,,"Медеуский р-н, проспект Назарбаева 40 — Макатаева, Алматы",AID GROUP,"кирпичный, 1986 г.п.",45 м²,евроремонт,совмещенный,полностью меблирована
526,https://krisha.kz/a/show/660526759,2020-07-16 14:38:06,"2-комнатная квартира, 44.3 м², 3/4 этаж помесячно",квартира,120000,Бостандыкский р-н,,"Бостандыкский р-н, мкр Коктем-1 28 — Р.Есентай, Алматы",Хозяин,"панельный, 1976 г.п.","44.3 м², жилая — 32 м², кухня — 7 м²",хорошее,раздельный,полностью меблирована
525,https://krisha.kz/a/show/660363082,2020-07-16 14:38:03,"2-комнатная квартира, 67 м², 2/9 этаж помесячно",квартира,100000,Наурызбайский р-н,,"Наурызбайский р-н, мкр Шугыла 341/5, Алматы",Хозяин,"монолитный, 2019 г.п.","67 м², жилая — 45 м², кухня — 10 м²",хорошее,раздельный,частично меблирована
524,https://krisha.kz/a/show/660204713,2020-07-16 14:38:00,"3-комнатная квартира, 60 м², 3/4 этаж помесячно",квартира,137000,Ауэзовский р-н,,"Ауэзовский р-н, мкр №2, Мкр №2 29 — Өтеген Батыр көшесі, Алматы",Хозяин,"панельный, 1965 г.п.","60 м², жилая — 45 м², кухня — 6 м²",евроремонт,совмещенный,полностью меблирована
523,https://krisha.kz/a/show/660385186,2020-07-16 14:37:57,"2-комнатная квартира, 72 м², 11/12 этаж помесячно",квартира,300000,Бостандыкский р-н,,"Бостандыкский р-н, Розыбакиева — Аль-Фараби, Алматы",Magic Home,"монолитный, 2019 г.п.","72 м², жилая — 50 м², кухня — 15 м²",евроремонт,совмещенный,полностью меблирована
522,https://krisha.kz/a/show/660526627,2020-07-16 14:37:54,"2-комнатная квартира, 41 м², 4/4 этаж помесячно",квартира,120000,Ауэзовский р-н,,"Ауэзовский р-н, мкр №3 10, Алматы",Хозяин,"панельный, 1900 г.п.","41 м², кухня — 6 м²",хорошее,совмещенный,полностью меблирована
521,https://krisha.kz/a/show/56413330,2020-07-16 14:37:51,"2-комнатная квартира, 50 м², 2/5 этаж помесячно",квартира,170000,Медеуский р-н,,"Медеуский р-н, Достык 25 — Карасай Батыра, Алматы",Хозяин,"кирпичный, 1975 г.п.","50 м², жилая — 30 м², кухня — 8 м²",евроремонт,раздельный,полностью меблирована
520,https://krisha.kz/a/show/660526613,2020-07-16 14:37:47,"1-комнатная квартира, 34 м², 2/5 этаж помесячно",квартира,75000,Бостандыкский р-н,,"Бостандыкский р-н, Радостовца — Жандосова, Алматы",Хозяин,"кирпичный, 1978 г.п.","34 м², жилая — 17 м², кухня — 7 м²",хорошее,совмещенный,полностью меблирована
519,https://krisha.kz/a/show/660362774,2020-07-16 14:37:44,"2-комнатная квартира, 48 м², 3/4 этаж помесячно",квартира,120000,Ауэзовский р-н,,"Ауэзовский р-н, мкр №9 20, Алматы",Хозяин,"панельный, 1976 г.п.",48 м²,евроремонт,совмещенный,полностью меблирована
518,https://krisha.kz/a/show/58109137,2020-07-16 14:37:41,"1-комнатная квартира, 36 м², 2/5 этаж помесячно",квартира,85000,Ауэзовский р-н,,"Ауэзовский р-н, мкр Аксай-5, Алматы",Хозяин,"панельный, 1990 г.п.",36 м²,хорошее,совмещенный,частично меблирована
517,https://krisha.kz/a/show/660526605,2020-07-16 14:37:38,"1-комнатная квартира, 32 м², 1/4 этаж помесячно",квартира,90000,Ауэзовский р-н,,"Ауэзовский р-н, мкр Аксай-3 15 — Толе би Момышулы, Алматы",Хозяин,"панельный, 1986 г.п.","32 м², кухня — 6 м²",хорошее,совмещенный,полностью меблирована
516,https://krisha.kz/a/show/660526576,2020-07-16 14:37:35,"1-комнатная квартира, 32.9 м², 1/5 этаж помесячно",квартира,95000,Жетысуский р-н,,"Жетысуский р-н, Кок айдай 5 — Сейфуллина Райымбека, Алматы",Хозяин,"кирпичный, 1984 г.п.","32.9 м², жилая — 17.2 м², кухня — 7.6 м²",хорошее,совмещенный,полностью меблирована
515,https://krisha.kz/a/show/660384943,2020-07-16 14:37:32,"3-комнатная квартира, 55 м², 1/5 этаж помесячно",квартира,100000,Жетысуский р-н,,"Жетысуский р-н, мкр Айнабулак-1 11 — Айнабулак, Алматы",Хозяин,"панельный, 1992 г.п.","55 м², жилая — 18 м², кухня — 6 м²",хорошее,раздельный,
514,https://krisha.kz/a/show/660526518,2020-07-16 14:37:29,"2-комнатная квартира, 45 м², 3/5 этаж помесячно",квартира,120000,Алмалинский р-н,,"Алмалинский р-н, Карасаибатыра 182 — Жарокова, Алматы",Хозяин,"панельный, 1977 г.п.","45 м², жилая — 42 м², кухня — 6 м²",хорошее,совмещенный,полностью меблирована
513,https://krisha.kz/a/show/660526515,2020-07-16 14:37:26,"2-комнатная квартира, 62 м² помесячно",квартира,110000,Алатауский р-н,,"Алатауский р-н, мкр Зердели (Алгабас-6) 182, Алматы",Хозяин,"монолитный, 2017 г.п.",62 м²,евроремонт,раздельный,полностью меблирована
512,https://krisha.kz/a/show/660521293,2020-07-16 14:37:22,"1-комнатная квартира, 32 м², 1/5 этаж помесячно",квартира,80000,Бостандыкский р-н,,"Бостандыкский р-н, Байкадамова 10 — Жарокова, Алматы",Хозяин,"панельный, 1980 г.п.","32 м², жилая — 18 м², кухня — 6 м²",хорошее,совмещенный,полностью меблирована
511,https://krisha.kz/a/show/660355885,2020-07-16 14:37:19,"1-комнатная квартира, 38 м², 2/5 этаж помесячно",квартира,90000,Жетысуский р-н,,"Жетысуский р-н, мкр Кулагер 47, Алматы",Хозяин,"кирпичный, 1985 г.п.","38 м², жилая — 18 м², кухня — 6 м²",хорошее,совмещенный,полностью меблирована
510,https://krisha.kz/a/show/660521258,2020-07-16 14:37:16,"1-комнатная квартира, 42 м², 3/5 этаж помесячно",квартира,85000,Ауэзовский р-н,,"Ауэзовский р-н, мкр Мамыр-2 10 — Шаляпина, Алматы",Хозяин,"панельный, 1993 г.п.","42 м², жилая — 18 м², кухня — 12 м²",хорошее,совмещенный,полностью меблирована
509,https://krisha.kz/a/show/660521054,2020-07-16 14:37:13,"4-комнатная квартира, 90 м², 4/9 этаж помесячно",квартира,250000,Медеуский р-н,,"Медеуский р-н, Самал1 5 — проспект Достык, Алматы",ReelCom,"кирпичный, 1988 г.п.",90 м²,евроремонт,раздельный,полностью меблирована
508,https://krisha.kz/a/show/58079068,2020-07-16 14:37:10,"2-комнатная квартира, 43 м², 2/4 этаж помесячно",квартира,99000,Ауэзовский р-н,,"Ауэзовский р-н, Саина — Жубанова, Алматы",Хозяин,"панельный, 1970 г.п.","43 м², кухня — 6 м²",хорошее,совмещенный,полностью меблирована
507,https://krisha.kz/a/show/660248416,2020-07-16 14:37:07,"1-комнатная квартира, 30 м², 4/4 этаж помесячно",квартира,150000,Бостандыкский р-н,,"Бостандыкский р-н, Пр. Аль-Фараби 144, Алматы",Хозяин,"монолитный, 2016 г.п.","30 м², жилая — 30 м²",евроремонт,совмещенный,полностью меблирована
506,https://krisha.kz/a/show/660519268,2020-07-16 14:37:04,"2-комнатная квартира, 51.2 м², 2/5 этаж помесячно",квартира,150000,Бостандыкский р-н,,"Бостандыкский р-н, Розыбакиева 248 — Утепова, Алматы",Хозяин,"панельный, 1984 г.п.","51.2 м², жилая — 51.2 м², кухня — 9.6 м²",хорошее,раздельный,полностью меблирована
505,https://krisha.kz/a/show/660521652,2020-07-16 14:37:01,"2-комнатная квартира, 60 м², 6/9 этаж помесячно",квартира,170000,Медеуский р-н,,"Медеуский р-н, мкр Самал-2, Мкр Самал-2 50, Алматы",Sweet Home,"монолитный, 1990 г.п.",60 м²,хорошее,раздельный,полностью меблирована
504,https://krisha.kz/a/show/660520104,2020-07-16 14:36:58,"2-комнатная квартира, 50 м², 4/5 этаж помесячно",квартира,135000,Алмалинский р-н,,"Алмалинский р-н, Жумалиева — Гоголя, Алматы",Хозяин,"кирпичный, 1990 г.п.","50 м², жилая — 28 м², кухня — 8 м²",хорошее,раздельный,полностью меблирована
503,https://krisha.kz/a/show/660520672,2020-07-16 14:36:55,"1-комнатная квартира, 45 м², 8/12 этаж помесячно",квартира,170000,Бостандыкский р-н,,"Бостандыкский р-н, Егизбаева 7/10, Алматы",Хозяин,"монолитный, 2019 г.п.","45 м², жилая — 40 м², кухня — 12 м²",евроремонт,совмещенный,полностью меблирована
502,https://krisha.kz/a/show/660521212,2020-07-16 14:36:52,"2-комнатная квартира, 65 м², 4/9 этаж помесячно",квартира,180000,Медеуский р-н,,"Медеуский р-н, мкр Самал-2, Мкр Самал-2 77, Алматы",Sweet Home,"монолитный, 1990 г.п.",65 м²,евроремонт,раздельный,полностью меблирована
501,https://krisha.kz/a/show/56487500,2020-07-16 14:36:49,"2-комнатная квартира, 48 м², 13/13 этаж помесячно",квартира,250000,Медеуский р-н,,"Медеуский р-н, мкр Самал, Достык 138 — Жолдасбекова, Алматы",Хозяин,"монолитный, 2018 г.п.",48 м²,евроремонт,совмещенный,полностью меблирована
500,https://krisha.kz/a/show/51488298,2020-07-16 14:36:46,"3-комнатная квартира, 160 м², 1/9 этаж помесячно",квартира,290000,Медеуский р-н,,"Медеуский р-н, мкр Самал-3, Самал 3 21 — Аль-Фараби, Алматы",Хозяин,"кирпичный, 2000 г.п.","160 м², кухня — 16 м²",евроремонт,2 с/у и более,полностью меблирована
499,https://krisha.kz/a/show/53624793,2020-07-16 14:36:43,"3-комнатная квартира, 82 м², 3/9 этаж помесячно",квартира,250000,Медеуский р-н,,"Медеуский р-н, мкр Самал-2 81 — Мендикулова, Алматы",Хозяин,"монолитный, 1992 г.п.","82 м², жилая — 55 м², кухня — 10 м²",евроремонт,совмещенный,полностью меблирована
498,https://krisha.kz/a/show/660521526,2020-07-16 14:36:40,"2-комнатная квартира, 81 м², 2/12 этаж помесячно",квартира,180000,Бостандыкский р-н,,"Бостандыкский р-н, Абиша Кекилбайулы 97а, Алматы",Baitemir Company,"монолитный, 2019 г.п.",81 м²,евроремонт,раздельный,полностью меблирована
497,https://krisha.kz/a/show/55236046,2020-07-16 14:36:37,"2-комнатная квартира, 80 м², 12/20 этаж помесячно",квартира,250000,Медеуский р-н,,"Медеуский р-н, мкр Самал-2, Достык 97б — Снегина, Алматы",Хозяин,"монолитный, 2009 г.п.",80 м²,евроремонт,2 с/у и более,полностью меблирована
496,https://krisha.kz/a/show/29045226,2020-07-16 14:35:58,"2-комнатная квартира, 77 м², 1/7 этаж помесячно",квартира,280000,Бостандыкский р-н,,"Бостандыкский р-н, мкр Мирас 157/4, Алматы",TOP AGENT,"монолитный, 2016 г.п.","77 м², кухня — 16 м²",евроремонт,2 с/у и более,полностью меблирована
495,https://krisha.kz/a/show/48066053,2020-07-16 14:35:55,"2-комнатная квартира, 90 м², 9 этаж помесячно",квартира,350000,Медеуский р-н,,"Медеуский р-н, Назарбаева 223 — Ганди, Алматы",Prospekt City,"монолитный, 2012 г.п.",90 м²,евроремонт,совмещенный,полностью меблирована
494,https://krisha.kz/a/show/30589839,2020-07-16 14:35:52,"2-комнатная квартира, 80 м², 2/7 этаж помесячно",квартира,300000,Бостандыкский р-н,,"Бостандыкский р-н, мкр Мирас 157/3 — Аскарова Асанбая, Алматы",TOP AGENT,"монолитный, 2015 г.п.","80 м², кухня — 15 м²",евроремонт,2 с/у и более,полностью меблирована
493,https://krisha.kz/a/show/28291201,2020-07-16 14:35:49,"2-комнатная квартира, 80 м², 5/7 этаж помесячно",квартира,300000,Бостандыкский р-н,,"Бостандыкский р-н, мкр Мирас, Алматы",TOP AGENT,"монолитный, 2014 г.п.","80 м², кухня — 14 м²",евроремонт,2 с/у и более,полностью меблирована
492,https://krisha.kz/a/show/29064650,2020-07-16 14:35:46,"2-комнатная квартира, 110 м², 5/6 этаж помесячно",квартира,380000,Бостандыкский р-н,,"Бостандыкский р-н, мкр Мирас 157/2 — проспект Аль-Фараби, Алматы",TOP AGENT,"монолитный, 2014 г.п.","110 м², кухня — 16 м²",евроремонт,2 с/у и более,полностью меблирована
491,https://krisha.kz/a/show/29064642,2020-07-16 14:35:43,"2-комнатная квартира, 105 м², 6/7 этаж помесячно",квартира,400000,Бостандыкский р-н,,"Бостандыкский р-н, мкр Мирас 157/3 — проспект Аль-Фараби, Алматы",TOP AGENT,"монолитный, 2012 г.п.","105 м², кухня — 15 м²",евроремонт,2 с/у и более,полностью меблирована
490,https://krisha.kz/a/show/660554255,2020-07-16 14:35:40,"1-комнатная квартира, 36 м², 7/10 этаж помесячно",квартира,100000,Ауэзовский р-н,,"Ауэзовский р-н, мкр Аксай-4 — Улугбека, Алматы",ФАРТ,"монолитный, 2013 г.п.","36 м², жилая — 19 м²",евроремонт,совмещенный,полностью меблирована
489,https://krisha.kz/a/show/660227411,2020-07-16 14:35:36,"2-комнатная квартира, 45 м², 3/4 этаж помесячно",квартира,130000,Ауэзовский р-н,,"Ауэзовский р-н, мкр №5, Мкр №5 — проспект Абая, Алматы",Хозяин,"панельный, 1964 г.п.","45 м², жилая — 42.8 м², кухня — 6 м²",хорошее,совмещенный,полностью меблирована
488,https://krisha.kz/a/show/48018892,2020-07-16 14:35:33,"2-комнатная квартира, 75 м², 2/6 этаж помесячно",квартира,380000,Бостандыкский р-н,,"Бостандыкский р-н, мкр Мирас, Алматы",TOP AGENT,"монолитный, 2017 г.п.","75 м², кухня — 15 м²",евроремонт,2 с/у и более,полностью меблирована
487,https://krisha.kz/a/show/660471952,2020-07-16 14:35:30,"5-комнатная квартира, 150 м², 3/9 этаж помесячно",квартира,500000,Медеуский р-н,,"Медеуский р-н, Достык 250, Алматы",Baitemir Company,"монолитный, 2007 г.п.",150 м²,евроремонт,2 с/у и более,полностью меблирована
486,https://krisha.kz/a/show/660228115,2020-07-16 14:35:26,"2-комнатная квартира, 63 м², 4/5 этаж помесячно",квартира,100000,Алатауский р-н,,"Алатауский р-н, мкр Саялы, Мкр Саялы 32, Алматы",Хозяин,"монолитный, 2016 г.п.","63 м², кухня — 10 м²",хорошее,раздельный,полностью меблирована
485,https://krisha.kz/a/show/57086295,2020-07-16 14:35:23,"1-комнатная квартира, 40 м², 2/5 этаж помесячно",квартира,150000,Медеуский р-н,,"Медеуский р-н, Гоголя 130, Алматы",Хозяин,"кирпичный, 1972 г.п.","40 м², жилая — 18 м², кухня — 6 м²",хорошее,совмещенный,полностью меблирована
484,https://krisha.kz/a/show/660553994,2020-07-16 14:35:20,"1-комнатная квартира, 36 м², 3/5 этаж помесячно",квартира,105000,Алмалинский р-н,,"Алмалинский р-н, Шафика Чокина 189 — Богенбай Батыра, Алматы",Хозяин,"кирпичный, 1989 г.п.","36 м², жилая — 20 м², кухня — 9 м²",евроремонт,совмещенный,полностью меблирована
483,https://krisha.kz/a/show/660228265,2020-07-16 14:35:17,"1-комнатная квартира, 20 м², 1/5 этаж помесячно",квартира,70000,Ауэзовский р-н,,"Ауэзовский р-н, Утеген Батыра 71А, Алматы",Хозяин,"панельный, 1986 г.п.","20 м², жилая — 17 м², кухня — 2 м²",евроремонт,совмещенный,полностью меблирована
482,https://krisha.kz/a/show/660228431,2020-07-16 14:35:14,"3-комнатная квартира, 60 м², 4/4 этаж помесячно",квартира,140000,,,"Валиханова 13, Алматы",Хозяин,"кирпичный, 2005 г.п.","60 м², кухня — 7 м²",евроремонт,совмещенный,полностью меблирована
481,https://krisha.kz/a/show/55322036,2020-07-16 14:35:11,"2-комнатная квартира, 51 м², 5/5 этаж помесячно",квартира,120000,Алмалинский р-н,,"Алмалинский р-н, мкр Тастак-2 3 — Тлендиева-Дуйсенова, Алматы",Хозяин,"монолитный, 1991 г.п.","51 м², жилая — 35 м², кухня — 16 м²",хорошее,раздельный,полностью меблирована
480,https://krisha.kz/a/show/660387350,2020-07-16 14:35:08,"4-комнатная квартира, 160 м², 7/9 этаж помесячно",квартира,600000,Медеуский р-н,,"Медеуский р-н, Достык 12, Алматы",Хозяин,"кирпичный, 2006 г.п.","160 м², кухня — 20 м²",евроремонт,2 с/у и более,полностью меблирована
479,https://krisha.kz/a/show/660141907,2020-07-16 14:35:05,"3-комнатная квартира, 65 м², 1/5 этаж помесячно",квартира,130000,Алмалинский р-н,,"Алмалинский р-н, Джандарбекова — Курмангазы, Алматы",риэлторская группа КВАДРАТ,"кирпичный, 1983 г.п.","65 м², кухня — 12 м²",хорошее,раздельный,полностью меблирована
478,https://krisha.kz/a/show/56085940,2020-07-16 14:35:01,"2-комнатная квартира, 51 м², 5/5 этаж помесячно",квартира,120000,Алмалинский р-н,,"Алмалинский р-н, мкр Тастак-2 3 — Тлендиева, Алматы",Хозяин,"монолитный, 1991 г.п.","51 м², жилая — 35 м², кухня — 16 м²",хорошее,раздельный,полностью меблирована
477,https://krisha.kz/a/show/29498664,2020-07-16 14:34:58,"2-комнатная квартира, 85 м², 4/6 этаж помесячно",квартира,250000,Бостандыкский р-н,,"Бостандыкский р-н, мкр Мирас 157/3 — Аскарова Асанбая, Алматы",TOP AGENT,"монолитный, 2010 г.п.",85 м²,евроремонт,2 с/у и более,полностью меблирована
476,https://krisha.kz/a/show/660553882,2020-07-16 14:34:55,"1-комнатная квартира, 45 м², 6/10 этаж помесячно",квартира,100000,Наурызбайский р-н,,"Наурызбайский р-н, мкр Шугыла, Жунисова 4/12, Алматы",Хозяин,"монолитный, 2019 г.п.",45 м²,евроремонт,совмещенный,полностью меблирована
475,https://krisha.kz/a/show/54980812,2020-07-16 14:34:52,"2-комнатная квартира, 107 м², 6/7 этаж помесячно",квартира,400000,Бостандыкский р-н,,"Бостандыкский р-н, мкр Мирас 157/3 — Аскарова Асанбая, Алматы",TOP AGENT,"монолитный, 2015 г.п.","107 м², кухня — 15 м²",евроремонт,раздельный,полностью меблирована
474,https://krisha.kz/a/show/29498675,2020-07-16 14:34:49,"4-комнатная квартира, 160 м², 6/6 этаж помесячно",квартира,500000,Бостандыкский р-н,,"Бостандыкский р-н, мкр Мирас 157/2 — Аскарова, Алматы",TOP AGENT,"монолитный, 2010 г.п.","160 м², кухня — 30 м²",евроремонт,2 с/у и более,полностью меблирована
473,https://krisha.kz/a/show/56230511,2020-07-16 14:34:46,"2-комнатная квартира, 55 м², 4/14 этаж помесячно",квартира,160000,Бостандыкский р-н,,"Бостандыкский р-н, Абая 150/230 — Тургута Озала, Алматы",TOP AGENT,"монолитный, 2014 г.п.","55 м², кухня — 16 м²",евроремонт,раздельный,полностью меблирована
472,https://krisha.kz/a/show/48029887,2020-07-16 14:34:43,"1-комнатная квартира, 40 м², 7/12 этаж помесячно",квартира,130000,Бостандыкский р-н,,"Бостандыкский р-н, Сатпаева 90/20блок5 — Тлендиева, Алматы",TOP AGENT,"монолитный, 2017 г.п.","40 м², кухня — 12 м²",евроремонт,совмещенный,полностью меблирована
471,https://krisha.kz/a/show/660554076,2020-07-16 14:34:40,"2-комнатная квартира, 60 м², 2/9 этаж помесячно",квартира,140000,Алмалинский р-н,,"Алмалинский р-н, Ауэзова 156 — Карасай Батыра, Алматы",Хозяин,"панельный, 1987 г.п.","60 м², кухня — 9 м²",хорошее,раздельный,полностью меблирована
470,https://krisha.kz/a/show/660455493,2020-07-16 14:34:36,"3-комнатная квартира, 130 м², 5/7 этаж помесячно",квартира,500000,Медеуский р-н,,"Медеуский р-н, Кажымукана — проспект Назарбаева, Алматы",Хозяин,"монолитный, 2017 г.п.",130 м²,евроремонт,2 с/у и более,полностью меблирована
